average_price,total_volume,geography
0.8,221203.78,Columbus
0.9,1116393.2,Dallas/Ft. Worth
0.94,938481.85,Denver
0.84,467584.3,Detroit
1.09,202635.01,Grand Rapids
0.92,4398887.92,Great Lakes
1.37,195897.4,Harrisburg/Scranton
1.42,245203.25,Hartford/Springfield
0.78,1391181.63,Houston
0.96,205202.95,Indianapolis
1.12,206562.78,Jacksonville
1.04,291922.57,Las Vegas
0.88,3212261.75,Los Angeles
0.87,117941.49,Louisville
1.17,728998.69,Miami/Ft. Lauderdale
0.96,3777193.46,Midsouth
0.81,258729.83,Nashville
1.06,262281.64,New Orleans/Mobile
1.33,1201219.44,New York
1.31,3652549.7,Northeast
1.13,513318.77,Northern New England
1.16,461913.85,Orlando
1.35,334783.58,Philadelphia
0.75,986474.74,Phoenix/Tucson
1.01,150867.12,Pittsburgh
1.02,2173591.74,Plains
0.89,614950.95,Portland
0.92,419590.58,Raleigh/Greensboro
0.83,315463.87,Richmond/Norfolk
0.81,194627.58,Roanoke
1.03,578374.5,Sacramento
0.98,619699.65,San Diego
0.92,1174818.67,San Francisco
1.1,559149.89,Seattle
0.99,460716.58,South Carolina
0.85,6150665.32,South Central
1.08,4651107.62,Southeast
0.94,98086.34,Spokane
1.14,192170.15,St. Louis
1.39,59077.02,Syracuse
1.16,548933.38,Tampa
0.98,38267341.61,Total U.S.
0.94,6330634.55,West
0.89,727024.03,West Tex/New Mexico
1.13,98540.22,Albany
0.98,713915.8,Atlanta
1.5,771313.78,Baltimore/Washington
1.3,85697.65,Boise
1.28,685417.51,Boston
1.28,161876.76,Buffalo/Rochester
1.19,5756632.36,California
1.36,243301.08,Charlotte
1.5,842141.42,Chicago
0.91,303592.92,Cincinnati/Dayton
0.84,256757.6,Columbus
0.92,1140210.38,Dallas/Ft. Worth
1.01,963849.75,Denver
0.92,512142.96,Detroit
1.35,169476.04,Grand Rapids
1.11,4123104.83,Great Lakes
1.33,257281.38,Harrisburg/Scranton
1.52,283678.88,Hartford/Springfield
0.8,1390616.83,Houston
0.95,241296.05,Indianapolis
1.2,197919.4,Jacksonville
1.05,345809.34,Las Vegas
1.04,2725856.44,Los Angeles
1.0,118958.8,Louisville
1.22,746903.16,Miami/Ft. Lauderdale
1.2,3437632.8,Midsouth
0.85,303963.18,Nashville
1.15,295941.23,New Orleans/Mobile
1.67,1287480.31,New York
1.43,4230002.92,Northeast
1.17,502851.14,Northern New England
1.19,430765.97,Orlando
1.56,408203.49,Philadelphia
0.89,1025312.59,Phoenix/Tucson
1.3,110929.77,Pittsburgh
1.17,2103531.72,Plains
1.22,567488.01,Portland
1.3,317209.9,Raleigh/Greensboro
1.03,300234.79,Richmond/Norfolk
0.93,203482.84,Roanoke
1.35,465108.34,Sacramento
1.18,464720.86,San Diego
1.46,818086.25,San Francisco
1.43,474305.15,Seattle
1.19,402919.29,South Carolina
0.9,6148732.19,South Central
1.14,4544750.92,Southeast
1.18,85027.89,Spokane
1.34,171869.94,St. Louis
1.21,68938.02,Syracuse
1.2,484007.91,Tampa
1.13,36703156.72,Total U.S.
1.08,6358768.95,West
0.88,880266.52,West Tex/New Mexico
1.42,95246.38,Albany
1.1,670766.04,Atlanta
1.49,799726.89,Baltimore/Washington
1.15,111113.11,Boise
1.49,533150.49,Boston
1.32,159070.65,Buffalo/Rochester
1.27,5927016.73,California
1.38,251260.54,Charlotte
1.64,762997.53,Chicago
1.15,243366.13,Cincinnati/Dayton
1.07,194619.31,Columbus
0.93,1333180.68,Dallas/Ft. Worth
1.1,1003142.47,Denver
1.18,369628.1,Detroit
1.63,132716.65,Grand Rapids
1.31,3437563.27,Great Lakes
1.25,277616.71,Harrisburg/Scranton
1.53,289124.31,Hartford/Springfield
0.95,1316347.07,Houston
1.2,188231.39,Indianapolis
1.41,182389.99,Jacksonville
1.16,322932.06,Las Vegas
1.28,2409159.6,Los Angeles
1.15,121812.81,Louisville
1.46,617912.41,Miami/Ft. Lauderdale
1.28,3537243.04,Midsouth
1.04,291320.91,Nashville
1.15,290571.66,New Orleans/Mobile
1.67,1294149.71,New York
1.49,4073408.38,Northeast
1.42,419376.62,Northern New England
1.4,387588.47,Orlando
1.5,419189.36,Philadelphia
0.81,1354912.98,Phoenix/Tucson
1.3,117483.82,Pittsburgh
1.25,2033823.81,Plains
1.06,747864.18,Portland
1.29,360772.32,Raleigh/Greensboro
1.19,311185.65,Richmond/Norfolk
1.09,189671.57,Roanoke
1.31,504269.23,Sacramento
1.41,439652.12,San Diego
1.21,1117376.99,San Francisco
1.26,709903.13,Seattle
1.24,423919.68,South Carolina
0.96,6514441.7,South Central
1.31,4198992.14,Southeast
1.2,102537.95,Spokane
1.36,171192.49,St. Louis
1.31,79367.52,Syracuse
1.41,446629.55,Tampa
1.2,37299945.22,Total U.S.
1.05,7577456.14,West
0.9,950954.6,West Tex/New Mexico
1.69,135196.35,Albany
1.1,639421.29,Atlanta
1.18,1102213.13,Baltimore/Washington
1.25,88727.77,Boise
1.12,999783.13,Boston
1.29,161887.27,Buffalo/Rochester
1.12,6610010.64,California
1.11,331324.99,Charlotte
1.42,951648.11,Chicago
0.89,321809.3,Cincinnati/Dayton
0.99,214353.02,Columbus
0.85,1437239.09,Dallas/Ft. Worth
1.16,872673.39,Denver
0.96,570161.95,Detroit
1.01,349565.06,Grand Rapids
1.08,4824586.17,Great Lakes
1.14,345436.84,Harrisburg/Scranton
1.18,474554.55,Hartford/Springfield
0.78,1584416.56,Houston
1.03,233732.16,Indianapolis
1.14,231285.04,Jacksonville
1.05,364155.28,Las Vegas
1.15,2653023.23,Los Angeles
1.07,119167.18,Louisville
1.19,825835.92,Miami/Ft. Lauderdale
1.13,4022549.75,Midsouth
1.0,273473.62,Nashville
1.04,310587.46,New Orleans/Mobile
1.27,2135242.76,New York
1.25,6137752.61,Northeast
1.33,577116.22,Northern New England
1.16,482904.74,Orlando
1.32,527860.09,Philadelphia
0.78,1315329.83,Phoenix/Tucson
1.01,183347.37,Pittsburgh
1.18,2208596.12,Plains
1.17,608159.45,Portland
1.12,407825.0,Raleigh/Greensboro
1.12,322272.97,Richmond/Norfolk
1.11,176001.32,Roanoke
1.15,591211.37,Sacramento
1.26,460708.82,San Diego
1.01,1301932.95,San Francisco
1.31,600669.78,Seattle
1.1,506254.11,South Carolina
0.86,7128446.75,South Central
1.14,4954059.33,Southeast
1.07,105005.26,Spokane
1.05,257250.2,St. Louis
1.45,84994.86,Syracuse
1.17,577173.29,Tampa
1.08,42939821.55,Total U.S.
1.04,7053820.12,West
0.84,1020913.2,West Tex/New Mexico
1.57,93625.03,Albany
1.08,559460.44,Atlanta
1.12,1152539.42,Baltimore/Washington
1.12,105025.45,Boise
1.22,800274.4,Boston
1.27,158637.92,Buffalo/Rochester
1.16,6134040.58,California
1.37,247893.13,Charlotte
1.36,947968.47,Chicago
0.92,281913.49,Cincinnati/Dayton
1.03,187523.2,Columbus
0.82,1433095.36,Dallas/Ft. Worth
1.15,773218.13,Denver
1.14,367456.05,Detroit
1.55,162674.55,Grand Rapids
1.18,3857262.14,Great Lakes
1.15,299069.36,Harrisburg/Scranton
1.18,432600.1,Hartford/Springfield
0.71,1647858.32,Houston
0.92,265600.2,Indianapolis
1.33,188556.57,Jacksonville
1.04,348153.29,Las Vegas
1.08,2893717.97,Los Angeles
1.18,96546.56,Louisville
1.4,661212.22,Miami/Ft. Lauderdale
1.19,3647362.37,Midsouth
1.08,221273.84,Nashville
1.08,314915.09,New Orleans/Mobile
1.2,2278728.69,New York
1.23,5680957.63,Northeast
1.44,441977.0,Northern New England
1.35,414781.12,Orlando
1.23,537883.88,Philadelphia
0.68,1592137.3,Phoenix/Tucson
1.23,119606.35,Pittsburgh
0.99,2533937.56,Plains
1.34,486679.98,Portland
1.34,322348.72,Raleigh/Greensboro
1.21,267305.91,Richmond/Norfolk
1.14,159289.18,Roanoke
1.32,468915.38,Sacramento
1.07,566134.81,San Diego
1.38,821352.05,San Francisco
1.34,548587.07,Seattle
1.22,435490.6,South Carolina
0.82,7110840.99,South Central
1.27,4199974.24,Southeast
1.16,88197.75,Spokane
1.24,208484.39,St. Louis
1.34,73320.15,Syracuse
1.36,461179.38,Tampa
1.09,40171640.84,Total U.S.
1.01,7007265.31,West
0.85,957086.16,West Tex/New Mexico
1.03,216738.47,Albany
0.86,957792.07,Atlanta
1.12,1225103.27,Baltimore/Washington
1.07,128702.15,Boise
1.39,725934.21,Boston
1.32,188654.47,Buffalo/Rochester
0.8,10894677.77,California
0.99,411160.94,Charlotte
0.88,1802646.35,Chicago
0.76,380214.74,Cincinnati/Dayton
0.73,333398.29,Columbus
0.67,1885401.44,Dallas/Ft. Worth
0.87,1381528.74,Denver
0.67,880540.45,Detroit
0.88,408921.57,Grand Rapids
0.81,7094764.73,Great Lakes
1.16,395673.05,Harrisburg/Scranton
1.38,427950.71,Hartford/Springfield
0.56,2381742.59,Houston
0.79,335442.41,Indianapolis
0.96,365637.29,Jacksonville
0.88,512982.73,Las Vegas
0.73,5070580.56,Los Angeles
0.84,169828.77,Louisville
0.98,1310671.51,Miami/Ft. Lauderdale
0.96,5286412.87,Midsouth
0.8,391780.25,Nashville
0.76,521184.22,New Orleans/Mobile
1.28,2959541.38,New York
1.22,7508650.27,Northeast
1.06,847261.25,Northern New England
0.99,759532.37,Orlando
1.12,819224.3,Philadelphia
0.59,1998260.47,Phoenix/Tucson
0.98,202604.34,Pittsburgh
0.91,3316494.76,Plains
0.88,1051039.26,Portland
0.97,525075.42,Raleigh/Greensboro
0.86,469093.71,Richmond/Norfolk
0.82,287728.25,Roanoke
0.86,862337.1,Sacramento
0.88,858101.65,San Diego
0.84,1706251.05,San Francisco
1.04,909127.6,Seattle
0.96,678235.27,South Carolina
0.65,10323174.59,South Central
0.95,7516415.07,Southeast
0.98,141362.77,Spokane
0.9,322673.64,St. Louis
1.15,113023.35,Syracuse
0.98,853642.9,Tampa
0.87,62505646.52,Total U.S.
0.83,10565056.41,West
0.76,1272039.8,West Tex/New Mexico
1.45,121804.36,Albany
0.87,723928.38,Atlanta
1.41,900558.38,Baltimore/Washington
1.14,93106.27,Boise
1.3,834304.52,Boston
1.27,151057.53,Buffalo/Rochester
0.98,6718358.1,California
1.18,262133.71,Charlotte
1.39,897178.36,Chicago
0.8,305400.41,Cincinnati/Dayton
0.82,218329.7,Columbus
0.72,1553404.16,Dallas/Ft. Worth
0.91,1056054.41,Denver
0.92,435384.45,Detroit
1.4,167604.6,Grand Rapids
1.05,4104031.93,Great Lakes
1.09,321368.64,Harrisburg/Scranton
1.48,352731.83,Hartford/Springfield
0.58,1870874.72,Houston
0.81,258008.01,Indianapolis
0.99,234557.28,Jacksonville
0.9,433809.84,Las Vegas
0.85,3323882.38,Los Angeles
0.87,130566.55,Louisville
1.0,856022.49,Miami/Ft. Lauderdale
1.1,3803512.06,Midsouth
0.8,303827.76,Nashville
0.97,289527.53,New Orleans/Mobile
1.27,2051389.99,New York
1.24,5694136.21,Northeast
1.11,617475.89,Northern New England
1.0,516404.7,Orlando
1.02,611269.34,Philadelphia
0.64,1490711.97,Phoenix/Tucson
1.22,116882.18,Pittsburgh
1.06,2198997.16,Plains
1.25,507333.47,Portland
1.1,367903.88,Raleigh/Greensboro
1.01,292742.42,Richmond/Norfolk
0.85,207658.32,Roanoke
1.07,554598.15,Sacramento
0.93,558926.47,San Diego
1.32,823086.86,San Francisco
1.4,468936.03,Seattle
1.05,452805.55,South Carolina
0.7,8043965.41,South Central
0.97,5141310.45,Southeast
1.16,95011.27,Spokane
1.15,174606.68,St. Louis
1.3,78222.88,Syracuse
1.0,569543.02,Tampa
0.97,43167806.09,Total U.S.
0.93,7463494.79,West
0.75,1071952.06,West Tex/New Mexico
1.43,85630.24,Albany
1.04,538448.01,Atlanta
1.42,796515.52,Baltimore/Washington
1.25,80833.06,Boise
1.51,515022.94,Boston
1.28,144087.48,Buffalo/Rochester
1.1,6379219.83,California
1.36,224395.77,Charlotte
1.53,736317.26,Chicago
0.83,231729.88,Cincinnati/Dayton
1.02,179193.25,Columbus
0.77,1421970.53,Dallas/Ft. Worth
1.16,743979.81,Denver
1.11,361966.97,Detroit
1.52,143871.75,Grand Rapids
1.2,3351722.04,Great Lakes
1.25,277022.82,Harrisburg/Scranton
1.42,283265.66,Hartford/Springfield
0.68,1572064.61,Houston
0.91,186523.76,Indianapolis
1.31,185003.97,Jacksonville
1.13,325042.62,Las Vegas
1.08,2749718.75,Los Angeles
1.06,101522.07,Louisville
1.34,669345.2,Miami/Ft. Lauderdale
1.25,3135330.32,Midsouth
1.05,230083.5,Nashville
1.02,306966.07,New Orleans/Mobile
1.24,1413687.38,New York
1.31,4112725.9,Northeast
1.35,395298.31,Northern New England
1.31,396568.38,Orlando
1.24,443312.68,Philadelphia
0.59,1544983.15,Phoenix/Tucson
1.21,121002.8,Pittsburgh
1.2,1807033.26,Plains
1.06,636925.69,Portland
1.29,302077.06,Raleigh/Greensboro
1.18,237767.01,Richmond/Norfolk
1.06,155902.21,Roanoke
1.19,530247.15,Sacramento
1.23,447962.28,San Diego
1.06,1149074.92,San Francisco
1.46,468075.23,Seattle
1.2,396970.44,South Carolina
0.78,7057862.0,South Central
1.23,4082887.98,Southeast
1.28,79223.81,Spokane
1.22,172847.28,St. Louis
1.3,65757.32,Syracuse
1.33,442206.63,Tampa
1.08,36709887.49,Total U.S.
0.98,6783106.02,West
0.89,896808.98,West Tex/New Mexico
1.28,104278.89,Albany
1.06,586240.44,Atlanta
1.37,836294.71,Baltimore/Washington
1.09,113183.43,Boise
1.41,527274.99,Boston
1.23,151330.38,Buffalo/Rochester
1.03,6750361.46,California
1.34,249254.23,Charlotte
1.51,794925.31,Chicago
1.03,263363.41,Cincinnati/Dayton
1.03,209180.18,Columbus
0.74,1616898.5,Dallas/Ft. Worth
0.99,1018614.31,Denver
1.08,464413.57,Detroit
1.27,208279.53,Grand Rapids
1.19,3920643.53,Great Lakes
1.24,281655.48,Harrisburg/Scranton
1.45,289607.63,Hartford/Springfield
0.67,1657524.28,Houston
1.06,196615.34,Indianapolis
1.27,194729.14,Jacksonville
1.05,352533.59,Las Vegas
1.0,3029956.79,Los Angeles
1.13,99580.43,Louisville
1.36,647233.53,Miami/Ft. Lauderdale
1.24,3349766.24,Midsouth
1.08,230229.94,Nashville
0.98,373167.22,New Orleans/Mobile
1.3,1615325.14,New York
1.3,4525386.69,Northeast
1.38,399308.69,Northern New England
1.3,416950.05,Orlando
1.26,490292.38,Philadelphia
0.72,1224254.4,Phoenix/Tucson
0.98,184226.61,Pittsburgh
1.13,2115879.93,Plains
1.01,772848.65,Portland
1.28,343583.53,Raleigh/Greensboro
1.13,277107.48,Richmond/Norfolk
1.06,174394.57,Roanoke
0.99,589559.59,Sacramento
1.07,538360.91,San Diego
1.17,984000.13,San Francisco
1.22,636462.47,Seattle
1.25,405689.01,South Carolina
0.76,7648478.57,South Central
1.23,4302561.08,Southeast
1.16,97120.83,Spokane
1.29,188826.97,St. Louis
1.24,68888.16,Syracuse
1.3,484876.62,Tampa
1.06,40021528.76,Total U.S.
0.97,7408451.31,West
0.88,895671.55,West Tex/New Mexico
1.08,139520.6,Albany
1.08,594551.6,Atlanta
1.25,988572.63,Baltimore/Washington
1.22,91070.8,Boise
1.19,785188.72,Boston
1.19,168190.37,Buffalo/Rochester
1.13,6295529.61,California
1.32,259060.74,Charlotte
1.53,820728.47,Chicago
1.02,265942.15,Cincinnati/Dayton
1.04,207531.29,Columbus
0.77,1501141.58,Dallas/Ft. Worth
1.01,934460.44,Denver
1.18,400047.47,Detroit
1.74,137419.7,Grand Rapids
1.27,3654450.88,Great Lakes
1.21,289090.98,Harrisburg/Scranton
1.17,432095.58,Hartford/Springfield
0.71,1501699.41,Houston
1.09,207466.39,Indianapolis
1.12,229905.22,Jacksonville
1.05,371269.22,Las Vegas
1.1,2667104.06,Los Angeles
1.15,97173.74,Louisville
1.14,881388.29,Miami/Ft. Lauderdale
1.2,3554252.13,Midsouth
1.03,243867.72,Nashville
1.03,332378.96,New Orleans/Mobile
1.23,1931495.66,New York
1.22,5318554.52,Northeast
1.35,458200.4,Northern New England
1.13,533700.98,Orlando
1.36,443651.36,Philadelphia
0.61,1672899.36,Phoenix/Tucson
1.23,120612.82,Pittsburgh
1.15,2092354.75,Plains
1.16,592281.81,Portland
1.28,330201.25,Raleigh/Greensboro
1.14,289118.6,Richmond/Norfolk
1.07,178885.9,Roanoke
1.18,559943.98,Sacramento
1.24,459124.87,San Diego
1.16,1051308.5,San Francisco
1.43,456320.3,Seattle
1.16,457398.25,South Carolina
0.79,7399716.74,South Central
1.12,5054856.62,Southeast
1.19,94804.19,Spokane
1.32,172050.58,St. Louis
1.1,89700.27,Syracuse
1.14,597351.68,Tampa
1.07,40741214.05,Total U.S.
0.96,7371498.76,West
0.88,935934.1,West Tex/New Mexico
1.12,144648.75,Albany
0.96,695821.13,Atlanta
1.36,874780.27,Baltimore/Washington
1.26,80611.01,Boise
1.34,629090.87,Boston
1.16,185174.55,Buffalo/Rochester
1.11,6488605.43,California
1.27,279661.71,Charlotte
1.54,830421.03,Chicago
1.01,275804.74,Cincinnati/Dayton
1.05,212107.87,Columbus
0.87,1356159.96,Dallas/Ft. Worth
1.16,788107.23,Denver
1.14,443295.3,Detroit
1.43,191286.89,Grand Rapids
1.22,3953699.57,Great Lakes
1.22,279645.04,Harrisburg/Scranton
1.42,314847.26,Hartford/Springfield
0.83,1324475.69,Houston
1.0,227995.61,Indianapolis
1.16,227714.5,Jacksonville
1.18,298805.55,Las Vegas
1.03,3059034.3,Los Angeles
1.08,117108.97,Louisville
1.19,888615.09,Miami/Ft. Lauderdale
1.15,3874143.18,Midsouth
0.94,304701.2,Nashville
1.05,316463.18,New Orleans/Mobile
1.35,1755052.38,New York
1.27,5214137.33,Northeast
1.08,765746.37,Northern New England
1.13,529200.61,Orlando
1.32,486492.24,Philadelphia
0.58,1619549.79,Phoenix/Tucson
1.23,134625.32,Pittsburgh
1.15,2152113.24,Plains
1.11,676307.43,Portland
1.2,384595.79,Raleigh/Greensboro
1.0,345645.83,Richmond/Norfolk
0.93,228663.46,Roanoke
1.18,546435.55,Sacramento
1.14,512155.1,San Diego
1.29,904333.98,San Francisco
1.42,514742.18,Seattle
1.13,482065.76,South Carolina
0.89,6621293.03,South Central
1.1,5239198.71,Southeast
1.3,82487.75,Spokane
1.02,249444.49,St. Louis
1.12,90823.29,Syracuse
1.16,580771.43,Tampa
1.09,40449603.12,Total U.S.
1.0,6906412.5,West
0.94,897607.12,West Tex/New Mexico
1.35,105304.65,Albany
0.95,730449.69,Atlanta
1.16,1113242.82,Baltimore/Washington
1.03,119045.04,Boise
1.38,602177.43,Boston
1.14,166358.32,Buffalo/Rochester
1.02,6802084.11,California
0.99,396324.57,Charlotte
1.42,841171.24,Chicago
1.07,245062.31,Cincinnati/Dayton
1.01,216897.74,Columbus
0.87,1362250.25,Dallas/Ft. Worth
1.02,1010953.71,Denver
1.09,428600.2,Detroit
1.4,175969.31,Grand Rapids
1.16,3944850.17,Great Lakes
1.18,299740.63,Harrisburg/Scranton
1.43,308716.16,Hartford/Springfield
0.79,1243926.96,Houston
1.01,209169.31,Indianapolis
1.12,234236.46,Jacksonville
1.17,311526.49,Las Vegas
0.91,3395262.7,Los Angeles
1.02,126213.08,Louisville
1.17,828837.57,Miami/Ft. Lauderdale
1.03,4558888.55,Midsouth
0.89,316201.23,Nashville
1.02,316969.55,New Orleans/Mobile
1.43,1564859.63,New York
1.34,4621126.31,Northeast
1.4,428028.9,Northern New England
1.11,508979.43,Orlando
1.33,471175.79,Philadelphia
0.71,1299190.92,Phoenix/Tucson
0.98,198246.71,Pittsburgh
1.06,2346527.89,Plains
1.04,759157.5,Portland
0.92,552900.21,Raleigh/Greensboro
0.98,365038.23,Richmond/Norfolk
0.97,209053.83,Roanoke
1.14,517463.38,Sacramento
0.92,643491.07,San Diego
1.38,777300.99,San Francisco
1.21,685505.57,Seattle
1.06,542846.79,South Carolina
0.86,6579144.13,South Central
1.07,5278752.32,Southeast
1.17,98328.71,Spokane
1.07,191261.08,St. Louis
1.2,71732.63,Syracuse
1.13,574380.46,Tampa
1.05,41386314.12,Total U.S.
0.99,7254940.65,West
0.88,855251.17,West Tex/New Mexico
1.57,149396.5,Albany
1.04,624645.42,Atlanta
1.23,986038.75,Baltimore/Washington
1.28,85839.98,Boise
1.39,641462.43,Boston
1.21,163592.4,Buffalo/Rochester
1.04,6687009.44,California
1.32,258547.55,Charlotte
1.36,908202.13,Chicago
1.08,277267.97,Cincinnati/Dayton
0.96,264778.18,Columbus
0.73,1803351.21,Dallas/Ft. Worth
1.02,950483.37,Denver
1.15,477637.43,Detroit
1.47,207028.28,Grand Rapids
1.18,4245947.2,Great Lakes
1.21,330371.24,Harrisburg/Scranton
1.44,345963.16,Hartford/Springfield
0.56,2120511.03,Houston
1.05,228837.36,Indianapolis
1.3,183489.03,Jacksonville
1.01,382746.42,Las Vegas
1.02,2843541.07,Los Angeles
1.04,126662.1,Louisville
1.37,698961.15,Miami/Ft. Lauderdale
1.14,3911075.35,Midsouth
0.95,306280.52,Nashville
1.04,305105.53,New Orleans/Mobile
1.34,1774776.77,New York
1.35,5134637.05,Northeast
1.46,483124.53,Northern New England
1.32,429132.5,Orlando
1.31,503277.65,Philadelphia
0.59,1684537.69,Phoenix/Tucson
1.28,132097.87,Pittsburgh
1.08,2298609.62,Plains
1.06,658169.39,Portland
1.24,362959.17,Raleigh/Greensboro
1.1,316217.11,Richmond/Norfolk
0.99,218058.0,Roanoke
1.13,570446.95,Sacramento
1.1,488321.93,San Diego
1.01,1203274.11,San Francisco
1.4,524265.69,Seattle
1.19,450658.34,South Carolina
0.7,9010588.32,South Central
1.23,4454904.4,Southeast
1.15,99982.71,Spokane
1.25,165209.29,St. Louis
1.38,93961.48,Syracuse
1.33,469300.74,Tampa
1.03,43409835.75,Total U.S.
0.93,7667064.46,West
0.84,965185.06,West Tex/New Mexico
1.28,114852.06,Albany
1.06,619926.81,Atlanta
1.32,869885.02,Baltimore/Washington
1.27,98029.97,Boise
1.36,615262.32,Boston
1.14,182370.96,Buffalo/Rochester
1.21,6134850.93,California
1.32,258747.31,Charlotte
1.4,910975.86,Chicago
1.14,250601.42,Cincinnati/Dayton
0.97,234928.69,Columbus
0.75,1720132.29,Dallas/Ft. Worth
1.21,829743.53,Denver
1.17,413385.75,Detroit
1.6,160073.32,Grand Rapids
1.23,3823014.19,Great Lakes
1.15,339166.38,Harrisburg/Scranton
1.4,328022.39,Hartford/Springfield
0.66,1901352.38,Houston
1.09,189750.0,Indianapolis
1.07,223707.0,Jacksonville
1.05,383266.64,Las Vegas
1.1,2908296.55,Los Angeles
1.07,115590.25,Louisville
1.36,711418.48,Miami/Ft. Lauderdale
1.2,3651322.1,Midsouth
0.98,281208.41,Nashville
1.05,338361.75,New Orleans/Mobile
1.33,1861001.7,New York
1.3,5168451.96,Northeast
1.41,486113.65,Northern New England
1.2,471436.17,Orlando
1.25,541911.64,Philadelphia
0.75,1374624.38,Phoenix/Tucson
1.25,130947.95,Pittsburgh
1.16,2122698.81,Plains
1.23,615354.68,Portland
1.27,363270.42,Raleigh/Greensboro
1.14,296053.01,Richmond/Norfolk
1.03,190772.87,Roanoke
1.35,520502.26,Sacramento
1.21,492809.3,San Diego
1.43,795482.4,San Francisco
1.42,533894.49,Seattle
1.18,466524.77,South Carolina
0.76,8515270.86,South Central
1.19,4696116.69,Southeast
1.29,86790.88,Spokane
1.23,155254.2,St. Louis
1.16,90940.67,Syracuse
1.29,512191.03,Tampa
1.1,41109688.72,Total U.S.
1.06,6997963.2,West
0.86,1008844.52,West Tex/New Mexico
1.04,143487.45,Albany
0.91,733488.57,Atlanta
1.28,908413.46,Baltimore/Washington
1.04,133274.07,Boise
1.33,657783.55,Boston
1.14,160996.94,Buffalo/Rochester
0.93,7980946.27,California
1.34,259360.39,Charlotte
1.39,888718.71,Chicago
0.94,351241.89,Cincinnati/Dayton
1.03,193953.34,Columbus
0.87,1334567.14,Dallas/Ft. Worth
0.98,1126816.52,Denver
1.13,368433.43,Detroit
1.47,156803.59,Grand Rapids
1.2,3765622.14,Great Lakes
1.14,304040.54,Harrisburg/Scranton
1.38,350814.56,Hartford/Springfield
0.82,1425624.2,Houston
1.1,187128.39,Indianapolis
1.1,217090.92,Jacksonville
1.04,369625.52,Las Vegas
0.97,3218724.02,Los Angeles
0.9,139296.6,Louisville
1.39,698303.78,Miami/Ft. Lauderdale
1.12,3885361.48,Midsouth
0.88,312677.61,Nashville
1.06,331236.26,New Orleans/Mobile
1.36,1651562.68,New York
1.26,5139190.29,Northeast
1.09,703301.74,Northern New England
1.22,471697.99,Orlando
1.29,481015.64,Philadelphia
0.73,1367604.53,Phoenix/Tucson
1.25,131717.5,Pittsburgh
1.1,2246794.44,Plains
0.81,1121567.42,Portland
1.23,377666.02,Raleigh/Greensboro
0.99,318891.34,Richmond/Norfolk
0.9,229888.62,Roanoke
0.9,715025.33,Sacramento
1.06,540826.0,San Diego
0.87,1459227.33,San Francisco
1.12,811296.28,Seattle
1.11,486198.12,South Carolina
0.88,6757101.77,South Central
1.15,4787007.61,Southeast
1.08,121391.6,Spokane
1.29,198432.35,St. Louis
1.09,84904.58,Syracuse
1.31,504053.15,Tampa
1.04,42964067.68,Total U.S.
0.94,8402043.8,West
0.83,932050.72,West Tex/New Mexico
1.44,175438.93,Albany
0.91,777041.82,Atlanta
1.3,958548.11,Baltimore/Washington
1.12,109242.49,Boise
1.31,719051.88,Boston
1.15,210061.4,Buffalo/Rochester
1.06,6628348.74,California
1.25,283068.23,Charlotte
1.41,928198.35,Chicago
0.97,341535.22,Cincinnati/Dayton
0.87,321769.25,Columbus
0.85,1518465.11,Dallas/Ft. Worth
1.01,1011960.14,Denver
0.97,708251.01,Detroit
1.53,235987.64,Grand Rapids
1.12,5091963.45,Great Lakes
1.12,366610.78,Harrisburg/Scranton
1.27,490867.14,Hartford/Springfield
0.56,2247307.49,Houston
1.01,272069.12,Indianapolis
1.07,250977.48,Jacksonville
1.01,390271.37,Las Vegas
1.01,2897062.33,Los Angeles
0.95,141328.72,Louisville
1.1,989027.01,Miami/Ft. Lauderdale
1.13,4029669.49,Midsouth
0.91,295256.64,Nashville
0.95,384504.25,New Orleans/Mobile
1.22,2953789.07,New York
1.23,7088324.71,Northeast
1.19,558286.58,Northern New England
1.09,569391.2,Orlando
1.21,738716.43,Philadelphia
0.74,1306926.2,Phoenix/Tucson
1.27,151809.08,Pittsburgh
1.08,2421832.71,Plains
1.04,717294.09,Portland
1.19,398267.6,Raleigh/Greensboro
1.01,333441.81,Richmond/Norfolk
0.96,215174.35,Roanoke
1.14,572067.61,Sacramento
1.18,479181.95,San Diego
1.13,1034478.03,San Francisco
1.28,568402.56,Seattle
1.05,533780.9,South Carolina
0.75,8646285.8,South Central
1.04,5726654.04,Southeast
1.16,106805.28,Spokane
1.22,174418.9,St. Louis
1.28,104622.32,Syracuse
1.09,646487.22,Tampa
1.03,47098677.68,Total U.S.
0.98,7465598.69,West
0.83,988093.75,West Tex/New Mexico
1.3,120857.47,Albany
0.98,699817.36,Atlanta
1.45,914526.47,Baltimore/Washington
1.19,109938.68,Boise
1.3,689571.58,Boston
1.16,191053.48,Buffalo/Rochester
1.06,6979237.55,California
1.31,274692.44,Charlotte
1.44,875948.45,Chicago
0.87,362097.37,Cincinnati/Dayton
0.85,275527.81,Columbus
0.79,1578341.58,Dallas/Ft. Worth
1.13,986607.06,Denver
0.93,588648.65,Detroit
1.32,222005.03,Grand Rapids
1.09,4626031.46,Great Lakes
1.1,339832.27,Harrisburg/Scranton
1.27,387674.4,Hartford/Springfield
0.5,2335867.17,Houston
