average_price,total_volume,geography
1.95,10089.71,Raleigh/Greensboro
1.64,12534.75,Richmond/Norfolk
1.42,8870.49,Roanoke
2.37,5625.98,Sacramento
1.73,17744.03,San Diego
2.66,15691.4,San Francisco
2.65,31895.13,Seattle
1.67,17275.62,South Carolina
1.36,130227.23,South Central
1.67,111509.08,Southeast
2.5,3367.89,Spokane
1.54,8241.57,St. Louis
2.43,2664.0,Syracuse
2.09,6199.5,Tampa
1.77,1101009.92,Total U.S.
1.93,188845.44,West
2.03,2268.86,Albany
1.53,23108.17,Atlanta
2.2,23687.44,Baltimore/Washington
1.92,2765.03,Boise
2.13,19686.52,Boston
2.57,4270.32,Buffalo/Rochester
1.73,163970.9,California
2.09,8194.26,Charlotte
1.98,34696.48,Chicago
1.28,27470.57,Cincinnati/Dayton
1.46,8676.42,Columbus
1.02,32953.66,Dallas/Ft. Worth
1.44,25731.81,Denver
1.44,19735.7,Detroit
1.97,4460.37,Grand Rapids
1.58,169966.3,Great Lakes
2.15,9015.26,Harrisburg/Scranton
2.67,11745.45,Hartford/Springfield
1.21,46201.44,Houston
1.51,8181.42,Indianapolis
2.25,4778.95,Jacksonville
1.73,11015.7,Las Vegas
1.46,109111.93,Los Angeles
1.26,5513.09,Louisville
1.92,6241.89,Miami/Ft. Lauderdale
1.78,120458.72,Midsouth
1.2,12497.92,Nashville
1.89,2700.26,New Orleans/Mobile
2.44,63800.15,New York
2.29,170194.95,Northeast
1.91,16665.54,Northern New England
2.17,8059.1,Orlando
2.33,13643.23,Philadelphia
2.02,10239.04,Phoenix/Tucson
1.58,8002.38,Pittsburgh
1.55,59145.56,Plains
1.93,35248.52,Portland
2.05,8342.87,Raleigh/Greensboro
1.84,10106.75,Richmond/Norfolk
1.78,5965.12,Roanoke
2.32,4572.42,Sacramento
2.0,19913.72,San Diego
2.59,12279.96,San Francisco
2.35,34268.25,Seattle
1.82,14824.81,South Carolina
1.17,169099.91,South Central
1.8,108360.53,Southeast
2.56,3959.98,Spokane
1.55,9274.18,St. Louis
2.44,2508.3,Syracuse
2.08,6570.14,Tampa
1.74,1173393.06,Total U.S.
1.88,212196.16,West
1.59,20486.25,West Tex/New Mexico
2.0,1883.1,Albany
1.61,22122.61,Atlanta
2.26,18665.31,Baltimore/Washington
1.58,3526.39,Boise
2.17,20152.69,Boston
2.55,5369.52,Buffalo/Rochester
1.62,169101.22,California
2.06,8788.78,Charlotte
1.99,34529.39,Chicago
1.29,21313.42,Cincinnati/Dayton
1.38,9167.98,Columbus
1.06,39591.12,Dallas/Ft. Worth
1.94,14908.74,Denver
1.47,17724.08,Detroit
2.19,3521.61,Grand Rapids
1.62,153380.48,Great Lakes
2.23,7164.96,Harrisburg/Scranton
2.67,11842.55,Hartford/Springfield
1.08,45385.29,Houston
1.38,6897.96,Indianapolis
2.06,2988.47,Jacksonville
1.82,11229.95,Las Vegas
1.42,120562.92,Los Angeles
1.61,2453.16,Louisville
1.76,4404.15,Miami/Ft. Lauderdale
1.88,109427.64,Midsouth
1.49,6879.0,Nashville
1.76,1942.28,New Orleans/Mobile
2.48,59563.6,New York
2.31,160288.02,Northeast
1.85,13592.4,Northern New England
1.9,5505.07,Orlando
2.36,10675.62,Philadelphia
1.84,11854.84,Phoenix/Tucson
1.58,7955.6,Pittsburgh
1.62,63609.57,Plains
1.66,39752.74,Portland
1.97,10835.76,Raleigh/Greensboro
1.81,11717.1,Richmond/Norfolk
1.62,9008.58,Roanoke
2.36,3562.52,Sacramento
1.91,19248.28,San Diego
2.45,8311.12,San Francisco
2.12,40058.59,Seattle
1.76,14990.91,South Carolina
1.13,180648.11,South Central
1.72,90791.94,Southeast
2.2,4236.47,Spokane
1.79,9693.13,St. Louis
2.4,2789.76,Syracuse
1.68,3943.55,Tampa
1.71,1130374.7,Total U.S.
1.85,203127.73,West
1.65,18244.09,West Tex/New Mexico
1.87,2889.03,Albany
1.89,14396.43,Atlanta
1.57,37981.09,Baltimore/Washington
2.26,2647.32,Boise
1.61,25501.3,Boston
1.26,12764.97,Buffalo/Rochester
2.14,127255.55,California
1.99,9447.15,Charlotte
1.83,43700.57,Chicago
1.82,22784.26,Cincinnati/Dayton
1.69,10483.39,Columbus
1.49,24811.57,Dallas/Ft. Worth
1.83,7653.26,Denver
1.6,22729.11,Detroit
1.32,9058.79,Grand Rapids
1.64,209543.04,Great Lakes
1.56,17319.13,Harrisburg/Scranton
1.94,15128.14,Hartford/Springfield
1.41,33582.24,Houston
1.48,10838.58,Indianapolis
2.11,1646.15,Jacksonville
1.89,8618.45,Las Vegas
2.02,75021.72,Los Angeles
1.55,4638.85,Louisville
1.44,5473.09,Miami/Ft. Lauderdale
1.69,140880.73,Midsouth
1.54,8490.45,Nashville
1.23,5447.12,New Orleans/Mobile
1.79,80280.09,New York
1.66,240537.76,Northeast
1.66,20254.68,Northern New England
1.86,4968.49,Orlando
1.63,25573.07,Philadelphia
2.06,10160.75,Phoenix/Tucson
1.42,8571.31,Pittsburgh
1.82,64457.41,Plains
2.33,28189.28,Portland
1.99,10827.99,Raleigh/Greensboro
1.71,11521.01,Richmond/Norfolk
1.64,6337.48,Roanoke
2.19,5103.37,Sacramento
2.3,14060.23,San Diego
2.4,14099.42,San Francisco
2.61,28034.45,Seattle
1.83,12087.77,South Carolina
1.46,144301.93,South Central
1.78,70097.22,Southeast
2.55,3536.14,Spokane
2.22,7773.43,St. Louis
1.35,5140.46,Syracuse
1.56,3525.61,Tampa
1.78,1148354.84,Total U.S.
2.22,151281.1,West
1.6,19126.81,West Tex/New Mexico
1.42,4233.61,Albany
1.85,17588.07,Atlanta
1.51,50322.79,Baltimore/Washington
2.23,2197.65,Boise
1.59,28957.04,Boston
1.28,14116.97,Buffalo/Rochester
2.17,128480.81,California
2.0,9135.63,Charlotte
1.88,36591.27,Chicago
1.82,26748.23,Cincinnati/Dayton
1.73,12071.52,Columbus
1.57,21376.74,Dallas/Ft. Worth
1.83,16147.91,Denver
1.74,25193.5,Detroit
1.27,6483.93,Grand Rapids
1.68,208558.03,Great Lakes
1.43,21137.13,Harrisburg/Scranton
1.95,17461.66,Hartford/Springfield
1.41,40100.89,Houston
1.6,10430.79,Indianapolis
2.04,1971.67,Jacksonville
1.89,8527.21,Las Vegas
2.07,70179.47,Los Angeles
1.6,5061.01,Louisville
1.41,4954.86,Miami/Ft. Lauderdale
1.57,176562.15,Midsouth
1.43,11898.47,Nashville
1.28,2327.42,New Orleans/Mobile
1.85,87888.29,New York
1.63,272856.18,Northeast
1.59,20654.13,Northern New England
1.79,4731.7,Orlando
1.59,28255.5,Philadelphia
2.04,10327.71,Phoenix/Tucson
1.28,11391.33,Pittsburgh
1.72,55116.84,Plains
2.35,28248.08,Portland
1.95,10503.59,Raleigh/Greensboro
1.45,17819.23,Richmond/Norfolk
1.49,9901.85,Roanoke
1.97,7041.27,Sacramento
2.31,13629.65,San Diego
2.44,16831.7,San Francisco
2.61,25301.81,Seattle
1.81,12851.13,South Carolina
1.52,131449.42,South Central
1.72,78813.04,Southeast
2.66,3010.56,Spokane
2.22,6999.43,St. Louis
1.25,6588.03,Syracuse
1.55,3528.33,Tampa
1.76,1214158.19,Total U.S.
2.16,162321.68,West
1.6,19144.32,West Tex/New Mexico
1.67,2503.82,Albany
1.78,15501.08,Atlanta
1.6,41846.93,Baltimore/Washington
2.21,2033.48,Boise
1.61,23890.76,Boston
1.44,10708.99,Buffalo/Rochester
2.14,113903.29,California
2.07,8475.83,Charlotte
1.9,39043.11,Chicago
1.85,14874.38,Cincinnati/Dayton
1.61,9033.15,Columbus
1.62,20300.0,Dallas/Ft. Worth
1.83,21925.58,Denver
1.61,17991.86,Detroit
1.33,8233.05,Grand Rapids
1.65,178141.22,Great Lakes
1.59,14096.72,Harrisburg/Scranton
2.1,13864.42,Hartford/Springfield
1.41,34238.08,Houston
1.49,9743.5,Indianapolis
1.78,2426.94,Jacksonville
1.72,10422.68,Las Vegas
2.1,67790.94,Los Angeles
1.56,4666.42,Louisville
1.38,4635.79,Miami/Ft. Lauderdale
1.68,143256.61,Midsouth
1.5,8654.39,Nashville
1.25,5816.2,New Orleans/Mobile
1.88,71035.9,New York
1.74,214612.36,Northeast
1.68,18527.51,Northern New England
1.69,4640.87,Orlando
1.74,21425.41,Philadelphia
1.9,10625.79,Phoenix/Tucson
1.43,10125.12,Pittsburgh
1.73,59314.22,Plains
2.29,28171.21,Portland
2.11,9179.77,Raleigh/Greensboro
1.56,14439.15,Richmond/Norfolk
1.59,7786.03,Roanoke
1.86,5676.06,Sacramento
2.37,12594.87,San Diego
2.14,10110.25,San Francisco
2.6,28587.18,Seattle
1.57,14475.54,South Carolina
1.52,124143.15,South Central
1.63,77530.96,Southeast
2.38,3374.92,Spokane
2.11,6858.93,St. Louis
1.44,4568.06,Syracuse
1.57,3724.2,Tampa
1.78,1091590.78,Total U.S.
2.1,180688.88,West
1.67,17633.69,West Tex/New Mexico
1.98,2576.49,Albany
1.97,13998.62,Atlanta
1.65,41701.43,Baltimore/Washington
2.21,2091.16,Boise
1.61,22037.86,Boston
1.34,12705.61,Buffalo/Rochester
2.18,118098.82,California
2.36,10271.22,Charlotte
1.74,13741.86,Chicago
2.06,10853.28,Cincinnati/Dayton
1.72,7587.69,Columbus
1.63,21766.05,Dallas/Ft. Worth
1.95,19766.0,Denver
1.68,16059.55,Detroit
1.29,5285.73,Grand Rapids
1.65,125026.87,Great Lakes
1.63,13641.1,Harrisburg/Scranton
2.11,13548.81,Hartford/Springfield
1.4,37755.61,Houston
1.45,8573.19,Indianapolis
2.09,1552.26,Jacksonville
1.74,10124.07,Las Vegas
2.1,67080.63,Los Angeles
1.73,3557.1,Louisville
1.5,4140.12,Miami/Ft. Lauderdale
1.88,147783.08,Midsouth
1.54,8077.28,Nashville
1.18,6994.5,New Orleans/Mobile
1.91,72075.29,New York
1.74,216000.77,Northeast
1.68,16939.38,Northern New England
1.82,4035.77,Orlando
1.78,20197.15,Philadelphia
1.84,10737.76,Phoenix/Tucson
1.43,10179.13,Pittsburgh
1.8,68525.6,Plains
2.14,27316.23,Portland
2.51,14133.77,Raleigh/Greensboro
1.66,12743.98,Richmond/Norfolk
1.81,7240.03,Roanoke
1.99,6886.41,Sacramento
2.37,12981.7,San Diego
2.33,13350.56,San Francisco
2.58,29977.08,Seattle
1.74,11964.74,South Carolina
1.48,141584.65,South Central
1.78,64344.45,Southeast
2.45,3628.33,Spokane
2.15,8848.14,St. Louis
1.37,5742.08,Syracuse
1.6,3054.66,Tampa
1.83,1059971.14,Total U.S.
2.1,178606.86,West
1.78,15242.53,West Tex/New Mexico
1.9,2259.92,Albany
2.14,14533.65,Atlanta
1.66,40536.12,Baltimore/Washington
2.32,1816.79,Boise
1.77,18946.53,Boston
1.27,10212.38,Buffalo/Rochester
2.21,139016.53,California
2.35,10438.1,Charlotte
1.69,17452.06,Chicago
1.97,7797.08,Cincinnati/Dayton
1.73,7525.56,Columbus
1.68,18826.43,Dallas/Ft. Worth
2.08,22375.66,Denver
1.54,14499.51,Detroit
1.18,7534.9,Grand Rapids
1.54,129785.91,Great Lakes
1.69,14483.05,Harrisburg/Scranton
2.26,13330.73,Hartford/Springfield
1.39,26155.98,Houston
1.41,8976.09,Indianapolis
2.0,1764.35,Jacksonville
2.05,6042.06,Las Vegas
2.04,72817.55,Los Angeles
1.67,2741.48,Louisville
1.47,4136.64,Miami/Ft. Lauderdale
1.85,129688.16,Midsouth
1.61,4739.29,Nashville
1.2,8220.25,New Orleans/Mobile
2.07,73309.74,New York
1.85,200716.07,Northeast
1.69,13218.86,Northern New England
2.12,6193.38,Orlando
1.79,22362.31,Philadelphia
2.01,9894.67,Phoenix/Tucson
1.44,9150.32,Pittsburgh
1.8,68831.83,Plains
2.33,20028.66,Portland
2.29,11388.25,Raleigh/Greensboro
1.79,11129.0,Richmond/Norfolk
2.0,6017.04,Roanoke
2.09,8707.0,Sacramento
2.32,12511.08,San Diego
2.57,22296.14,San Francisco
2.65,27149.47,Seattle
1.78,13678.65,South Carolina
1.52,112607.87,South Central
1.85,76353.2,Southeast
2.55,3503.34,Spokane
2.28,5429.19,St. Louis
1.39,4017.01,Syracuse
1.57,4124.63,Tampa
1.88,1014709.07,Total U.S.
2.24,157709.51,West
2.01,8435.52,West Tex/New Mexico
1.86,2584.08,Albany
2.18,17338.42,Atlanta
1.75,39133.75,Baltimore/Washington
2.62,1661.6,Boise
1.72,22954.83,Boston
1.46,8235.56,Buffalo/Rochester
2.37,140365.99,California
2.48,10482.69,Charlotte
1.71,13896.65,Chicago
1.92,8698.91,Cincinnati/Dayton
1.8,7563.59,Columbus
1.8,21150.35,Dallas/Ft. Worth
2.11,17338.59,Denver
1.59,20129.12,Detroit
1.13,7502.05,Grand Rapids
1.6,133248.29,Great Lakes
1.68,15105.0,Harrisburg/Scranton
2.19,16040.58,Hartford/Springfield
1.57,18983.06,Houston
1.64,8548.97,Indianapolis
2.48,2855.78,Jacksonville
2.43,7716.25,Las Vegas
2.16,75146.55,Los Angeles
1.86,3115.79,Louisville
1.48,4569.66,Miami/Ft. Lauderdale
2.02,138392.0,Midsouth
1.84,7240.0,Nashville
1.35,6866.21,New Orleans/Mobile
1.85,107274.72,New York
1.79,251156.79,Northeast
1.68,17812.78,Northern New England
2.21,8464.73,Orlando
1.74,28797.58,Philadelphia
2.19,11021.67,Phoenix/Tucson
1.47,8511.04,Pittsburgh
1.92,64189.39,Plains
2.57,15490.38,Portland
2.65,12011.77,Raleigh/Greensboro
1.93,12811.35,Richmond/Norfolk
2.08,8040.25,Roanoke
2.33,8187.92,Sacramento
2.42,14113.65,San Diego
2.93,21524.58,San Francisco
2.87,24670.83,Seattle
1.88,14864.18,South Carolina
1.64,115769.96,South Central
1.96,89270.61,Southeast
2.76,2232.94,Spokane
2.64,4715.07,St. Louis
1.51,3978.93,Syracuse
1.55,4048.43,Tampa
1.96,1071538.25,Total U.S.
2.46,139145.2,West
2.43,10788.29,West Tex/New Mexico
1.91,2525.28,Albany
2.59,13910.32,Atlanta
1.82,41523.58,Baltimore/Washington
2.75,1643.45,Boise
1.75,22339.0,Boston
1.37,11184.42,Buffalo/Rochester
2.54,121293.43,California
2.83,9801.89,Charlotte
2.11,26530.32,Chicago
1.95,11994.71,Cincinnati/Dayton
1.87,7110.89,Columbus
1.9,20709.86,Dallas/Ft. Worth
2.16,20575.0,Denver
1.64,18415.34,Detroit
1.21,8060.54,Grand Rapids
1.73,150638.77,Great Lakes
1.73,13886.69,Harrisburg/Scranton
2.4,13994.9,Hartford/Springfield
1.89,31276.86,Houston
1.62,8228.93,Indianapolis
2.45,3332.02,Jacksonville
2.47,10410.14,Las Vegas
2.37,63222.41,Los Angeles
1.9,3628.25,Louisville
1.55,3393.39,Miami/Ft. Lauderdale
2.17,141033.09,Midsouth
1.89,9333.46,Nashville
1.5,7632.07,New Orleans/Mobile
2.13,73865.51,New York
1.89,215129.8,Northeast
1.69,18480.95,Northern New England
2.3,6882.52,Orlando
1.92,22152.02,Philadelphia
2.0,16505.49,Phoenix/Tucson
1.49,8397.14,Pittsburgh
2.01,60468.47,Plains
2.85,15474.64,Portland
3.04,12656.32,Raleigh/Greensboro
1.96,11862.16,Richmond/Norfolk
2.17,6628.13,Roanoke
2.49,7197.78,Sacramento
2.57,11138.48,San Diego
3.0,19329.49,San Francisco
2.96,26845.68,Seattle
2.03,14071.97,South Carolina
1.81,125183.67,South Central
2.16,77416.4,Southeast
2.84,2077.95,Spokane
2.84,3591.12,St. Louis
1.4,5300.56,Syracuse
1.6,3287.16,Tampa
2.09,1045992.02,Total U.S.
2.51,154828.39,West
2.5,16137.93,West Tex/New Mexico
2.0,2022.0,Albany
2.59,17990.83,Atlanta
1.68,58736.24,Baltimore/Washington
2.71,1855.43,Boise
1.76,22577.26,Boston
1.41,11172.15,Buffalo/Rochester
2.09,142391.81,California
2.82,10311.34,Charlotte
2.05,20131.27,Chicago
2.17,13962.6,Cincinnati/Dayton
2.1,9058.74,Columbus
1.81,23372.37,Dallas/Ft. Worth
2.02,17939.8,Denver
1.87,21749.1,Detroit
1.26,9273.64,Grand Rapids
1.82,157087.22,Great Lakes
1.72,16442.23,Harrisburg/Scranton
2.21,14956.0,Hartford/Springfield
1.85,16832.81,Houston
1.73,8777.48,Indianapolis
2.42,3200.72,Jacksonville
2.64,6091.55,Las Vegas
2.11,70419.78,Los Angeles
1.98,3581.73,Louisville
1.67,2647.99,Miami/Ft. Lauderdale
2.13,167349.41,Midsouth
2.04,8629.45,Nashville
1.5,7148.98,New Orleans/Mobile
2.14,82176.04,New York
1.92,223548.33,Northeast
1.69,13062.41,Northern New England
2.45,5470.24,Orlando
1.85,27086.89,Philadelphia
1.86,11276.86,Phoenix/Tucson
1.5,8523.79,Pittsburgh
2.12,54026.99,Plains
2.84,17417.97,Portland
2.97,14052.55,Raleigh/Greensboro
2.05,12472.67,Richmond/Norfolk
2.27,8020.1,Roanoke
2.15,8230.33,Sacramento
2.01,15165.11,San Diego
2.08,22836.09,San Francisco
2.89,30853.99,Seattle
2.11,14334.93,South Carolina
1.78,109958.23,South Central
2.26,77686.48,Southeast
2.93,3047.66,Spokane
2.81,4111.66,St. Louis
1.51,3798.02,Syracuse
1.74,2478.44,Tampa
2.06,1075538.53,Total U.S.
2.52,143490.06,West
2.39,7657.47,West Tex/New Mexico
1.78,3139.84,Albany
2.59,13955.66,Atlanta
1.59,63283.62,Baltimore/Washington
2.63,1600.11,Boise
1.74,25480.22,Boston
1.8,4946.72,Buffalo/Rochester
2.2,140337.35,California
2.8,10286.63,Charlotte
1.96,26481.45,Chicago
2.15,9883.59,Cincinnati/Dayton
2.13,7365.42,Columbus
1.81,24831.19,Dallas/Ft. Worth
2.06,23548.78,Denver
1.88,19288.09,Detroit
1.4,8021.16,Grand Rapids
1.82,148357.84,Great Lakes
1.51,24664.15,Harrisburg/Scranton
2.08,18016.66,Hartford/Springfield
1.8,12934.91,Houston
1.69,8687.85,Indianapolis
2.35,4093.34,Jacksonville
2.59,6984.87,Las Vegas
2.32,64680.12,Los Angeles
2.0,3517.63,Louisville
1.74,3299.73,Miami/Ft. Lauderdale
2.03,168953.84,Midsouth
2.15,9103.32,Nashville
1.63,6601.76,New Orleans/Mobile
2.07,90178.82,New York
1.85,244428.88,Northeast
1.68,16452.15,Northern New England
2.12,5927.43,Orlando
1.67,34277.44,Philadelphia
1.85,11906.54,Phoenix/Tucson
1.48,9267.69,Pittsburgh
2.09,56583.1,Plains
2.84,14781.24,Portland
2.89,13472.37,Raleigh/Greensboro
2.0,13661.82,Richmond/Norfolk
2.19,8032.49,Roanoke
1.96,8035.15,Sacramento
2.37,12770.99,San Diego
2.05,28335.3,San Francisco
2.87,27205.13,Seattle
2.02,14718.3,South Carolina
1.75,108438.31,South Central
2.17,77245.2,Southeast
2.86,2913.66,Spokane
2.69,5157.52,St. Louis
1.8,2095.4,Syracuse
1.76,3548.76,Tampa
2.03,1093955.66,Total U.S.
2.46,149611.1,West
2.38,11857.31,West Tex/New Mexico
1.55,3431.2,Albany
2.54,17292.22,Atlanta
1.54,59452.63,Baltimore/Washington
2.65,1491.87,Boise
1.56,31066.35,Boston
1.47,7698.45,Buffalo/Rochester
2.18,152064.59,California
2.77,8821.08,Charlotte
2.13,28047.95,Chicago
2.14,11956.98,Cincinnati/Dayton
2.03,7548.1,Columbus
1.79,20021.49,Dallas/Ft. Worth
2.02,22029.46,Denver
1.85,17461.53,Detroit
1.4,8378.17,Grand Rapids
1.84,151888.89,Great Lakes
1.51,20994.85,Harrisburg/Scranton
1.96,18572.79,Hartford/Springfield
1.92,23279.61,Houston
1.73,8437.05,Indianapolis
2.58,3993.7,Jacksonville
2.39,5487.1,Las Vegas
2.32,64855.01,Los Angeles
2.12,3779.04,Louisville
1.76,1306.18,Miami/Ft. Lauderdale
1.93,158623.92,Midsouth
2.19,8579.11,Nashville
1.89,6311.86,New Orleans/Mobile
2.08,70931.23,New York
1.74,238274.56,Northeast
1.54,15649.28,Northern New England
2.65,5500.41,Orlando
1.62,30696.16,Philadelphia
1.82,12009.4,Phoenix/Tucson
1.43,10257.52,Pittsburgh
2.12,54502.39,Plains
2.83,14321.85,Portland
2.92,10297.07,Raleigh/Greensboro
1.59,14824.51,Richmond/Norfolk
1.9,7847.81,Roanoke
1.92,9174.58,Sacramento
2.39,12673.52,San Diego
2.04,32191.54,San Francisco
2.86,21772.12,Seattle
2.21,11850.68,South Carolina
1.8,108093.32,South Central
2.33,71648.47,Southeast
2.94,2375.19,Spokane
2.71,5269.51,St. Louis
1.43,4674.76,Syracuse
1.78,1249.75,Tampa
2.0,1074567.7,Total U.S.
2.4,139471.62,West
2.36,10464.29,West Tex/New Mexico
1.42,3627.18,Albany
2.56,18912.3,Atlanta
1.53,62464.93,Baltimore/Washington
2.64,1411.83,Boise
1.56,31132.88,Boston
1.4,10081.25,Buffalo/Rochester
2.05,138458.82,California
2.55,10375.19,Charlotte
1.92,33346.53,Chicago
2.2,16058.2,Cincinnati/Dayton
2.22,10488.79,Columbus
1.68,21508.67,Dallas/Ft. Worth
1.69,6554.93,Denver
2.08,24482.08,Detroit
1.46,8043.21,Grand Rapids
1.89,179687.73,Great Lakes
1.47,23810.69,Harrisburg/Scranton
1.82,19611.69,Hartford/Springfield
1.91,28280.43,Houston
1.75,7918.96,Indianapolis
2.57,5040.98,Jacksonville
2.25,5491.29,Las Vegas
2.03,73696.3,Los Angeles
2.21,4156.59,Louisville
1.9,2978.57,Miami/Ft. Lauderdale
1.91,176556.11,Midsouth
2.24,8917.5,Nashville
1.89,6852.14,New Orleans/Mobile
2.06,70365.19,New York
1.68,255258.55,Northeast
1.57,16661.59,Northern New England
2.31,7564.56,Orlando
1.57,34499.29,Philadelphia
1.81,12410.32,Phoenix/Tucson
1.42,11807.12,Pittsburgh
2.13,49093.24,Plains
2.81,13513.91,Portland
2.38,14971.31,Raleigh/Greensboro
1.76,14075.51,Richmond/Norfolk
2.08,7802.86,Roanoke
1.89,7344.32,Sacramento
2.23,14173.82,San Diego
2.06,19095.21,San Francisco
2.83,23238.29,Seattle
2.1,14716.18,South Carolina
1.77,124121.46,South Central
2.25,90946.17,Southeast
2.95,2417.55,Spokane
2.49,2935.97,St. Louis
1.4,6416.81,Syracuse
1.85,4633.29,Tampa
1.94,1125443.38,Total U.S.
2.4,111321.19,West
2.26,9528.64,West Tex/New Mexico
1.59,3423.95,Albany
2.75,13557.58,Atlanta
1.62,48973.13,Baltimore/Washington
2.79,1373.11,Boise
1.61,26718.67,Boston
1.39,11486.81,Buffalo/Rochester
2.08,132771.77,California
2.82,8276.33,Charlotte
1.84,31903.97,Chicago
2.01,12767.55,Cincinnati/Dayton
1.91,9352.24,Columbus
1.7,21220.62,Dallas/Ft. Worth
1.93,10632.88,Denver
1.75,21753.6,Detroit
1.44,12551.82,Grand Rapids
1.72,180253.26,Great Lakes
1.5,22744.08,Harrisburg/Scranton
2.06,13827.7,Hartford/Springfield
1.89,23587.7,Houston
1.68,7780.31,Indianapolis
2.99,2819.87,Jacksonville
2.24,5291.89,Las Vegas
2.1,65405.61,Los Angeles
2.29,3102.3,Louisville
2.09,2975.53,Miami/Ft. Lauderdale
1.99,149030.87,Midsouth
2.22,8229.65,Nashville
1.97,3769.02,New Orleans/Mobile
2.04,63623.43,New York
1.7,236097.14,Northeast
1.56,18317.19,Northern New England
2.35,8517.29,Orlando
1.61,32035.84,Philadelphia
1.8,11071.7,Phoenix/Tucson
1.4,11819.12,Pittsburgh
2.09,60186.09,Plains
2.86,16126.21,Portland
3.0,10741.93,Raleigh/Greensboro
1.6,14274.34,Richmond/Norfolk
1.83,7771.43,Roanoke
1.86,7334.65,Sacramento
2.27,13509.43,San Diego
2.04,22703.05,San Francisco
2.86,25718.23,Seattle
2.15,12921.65,South Carolina
1.75,107773.96,South Central
2.29,83783.04,Southeast
2.88,2413.84,Spokane
2.36,6583.11,St. Louis
1.41,6358.44,Syracuse
2.14,7152.31,Tampa
1.95,1072521.35,Total U.S.
2.45,122625.26,West
2.37,8873.32,West Tex/New Mexico
1.4,5229.43,Albany
2.55,12275.61,Atlanta
1.5,67233.45,Baltimore/Washington
2.78,1655.56,Boise
1.56,30044.2,Boston
1.34,15466.92,Buffalo/Rochester
2.17,124505.87,California
2.67,9398.69,Charlotte
1.8,44054.7,Chicago
1.94,8459.92,Cincinnati/Dayton
1.89,9142.31,Columbus
1.73,19807.92,Dallas/Ft. Worth
1.97,22719.75,Denver
1.82,18553.99,Detroit
1.51,8806.63,Grand Rapids
1.7,191866.1,Great Lakes
1.44,25995.93,Harrisburg/Scranton
1.93,17346.22,Hartford/Springfield
1.84,23699.39,Houston
1.69,8449.91,Indianapolis
2.31,1841.09,Jacksonville
2.25,6511.51,Las Vegas
2.28,59194.04,Los Angeles
2.15,3097.7,Louisville
1.97,3758.3,Miami/Ft. Lauderdale
1.87,176218.89,Midsouth
2.17,7071.72,Nashville
1.69,2402.71,New Orleans/Mobile
2.06,67166.62,New York
1.64,275572.0,Northeast
1.52,21089.7,Northern New England
2.27,4734.25,Orlando
1.58,35985.8,Philadelphia
1.78,11837.2,Phoenix/Tucson
1.35,15900.88,Pittsburgh
2.02,60256.56,Plains
2.85,16818.84,Portland
2.85,12366.93,Raleigh/Greensboro
1.56,16660.78,Richmond/Norfolk
1.72,8206.5,Roanoke
1.84,7804.28,Sacramento
2.33,13013.83,San Diego
2.07,20337.21,San Francisco
2.8,27717.86,Seattle
2.04,14402.07,South Carolina
1.75,106062.64,South Central
2.13,76471.6,Southeast
2.74,2803.12,Spokane
2.27,6086.65,St. Louis
1.32,7491.15,Syracuse
1.89,5500.88,Tampa
1.9,1164140.49,Total U.S.
2.37,153186.84,West
2.39,10964.67,West Tex/New Mexico
1.47,4522.84,Albany
2.23,11405.18,Atlanta
1.6,56559.22,Baltimore/Washington
2.62,1563.12,Boise
1.6,37877.39,Boston
1.33,12929.64,Buffalo/Rochester
2.1,115255.48,California
2.38,10195.59,Charlotte
1.9,42271.67,Chicago
1.81,10382.51,Cincinnati/Dayton
1.78,10715.93,Columbus
1.71,21260.97,Dallas/Ft. Worth
1.55,38937.28,Denver
1.69,20776.71,Detroit
1.41,8400.56,Grand Rapids
1.68,197529.4,Great Lakes
1.51,21547.51,Harrisburg/Scranton
1.81,16619.7,Hartford/Springfield
1.82,27406.16,Houston
1.57,10795.73,Indianapolis
2.55,1421.74,Jacksonville
1.99,6132.37,Las Vegas
2.12,57490.8,Los Angeles
1.88,3665.19,Louisville
2.62,1100.1,Miami/Ft. Lauderdale
1.84,174355.0,Midsouth
1.96,7545.78,Nashville
1.55,2172.93,New Orleans/Mobile
2.09,69241.11,New York
1.7,269123.79,Northeast
1.64,23800.97,Northern New England
2.87,3824.55,Orlando
1.69,31850.15,Philadelphia
1.77,10197.11,Phoenix/Tucson
1.39,13004.97,Pittsburgh
2.07,53711.04,Plains
2.71,16796.38,Portland
2.53,13272.0,Raleigh/Greensboro
1.6,15559.82,Richmond/Norfolk
1.64,10752.98,Roanoke
1.92,6689.14,Sacramento
2.25,11472.41,San Diego
2.09,19027.31,San Francisco
2.69,25512.65,Seattle
1.78,15150.22,South Carolina
1.74,115437.92,South Central
1.99,72393.25,Southeast
2.55,2819.91,Spokane
2.14,7426.84,St. Louis
1.34,5963.47,Syracuse
2.7,3288.85,Tampa
1.85,1172057.19,Total U.S.
2.08,174251.28,West
2.07,9575.81,West Tex/New Mexico
1.49,4337.67,Albany
2.06,14351.98,Atlanta
1.64,47486.93,Baltimore/Washington
2.41,1631.8,Boise
1.58,34913.38,Boston
1.35,10115.95,Buffalo/Rochester
2.0,132184.44,California
2.08,11569.34,Charlotte
2.1,33775.92,Chicago
