average_price,4046,4225,4770,small_bags,large_bags,xlarge_bags,type,geography
2.04,5060.7,14782.9,90.07,43667.44,22.32,0.0,organic,New York
1.61,303877.34,2154492.82,6754.69,795311.93,178099.61,0.0,conventional,Northeast
1.7,9408.76,23215.19,79.66,203353.59,39.94,0.0,organic,Northeast
1.64,12237.85,217700.24,1440.92,20376.29,38766.68,0.0,conventional,Northern New England
1.56,10.88,163.19,0.0,18143.12,0.0,0.0,organic,Northern New England
2.0,166612.29,29616.83,15.2,42497.48,23856.66,3.33,conventional,Orlando
2.35,239.14,1618.07,0.0,5291.11,1368.97,0.0,organic,Orlando
1.62,45811.04,195759.47,255.36,133321.24,14840.81,0.0,conventional,Philadelphia
1.61,1696.86,3087.3,0.0,27251.68,0.0,0.0,organic,Philadelphia
1.31,289195.06,153391.94,2561.47,184421.19,36823.2,80.0,conventional,Phoenix/Tucson
1.8,2624.47,142.4,0.0,8270.68,34.15,0.0,organic,Phoenix/Tucson
1.33,43623.37,22847.25,1404.16,26558.89,11333.22,0.0,conventional,Pittsburgh
1.4,969.51,35.45,0.0,10814.16,0.0,0.0,organic,Pittsburgh
1.77,547565.46,323435.45,13597.72,323068.99,101858.27,64.5,conventional,Plains
2.09,1616.73,15507.7,1134.3,32057.02,9844.28,0.0,organic,Plains
1.84,97772.92,104336.09,14152.16,92339.3,52994.8,700.88,conventional,Portland
2.86,188.42,2362.6,1.64,1314.56,12249.89,9.1,organic,Portland
1.63,67533.05,96920.94,4787.85,76700.96,3978.13,0.0,conventional,Raleigh/Greensboro
3.0,140.46,4331.2,147.11,5873.99,249.17,0.0,organic,Raleigh/Greensboro
1.54,39836.95,90617.44,1295.35,68462.46,5430.36,0.0,conventional,Richmond/Norfolk
1.6,250.53,2545.53,18.17,10711.65,748.46,0.0,organic,Richmond/Norfolk
1.59,25019.0,35234.94,85.57,45303.82,6874.87,0.0,conventional,Roanoke
1.83,271.56,1683.7,0.0,4753.12,1063.05,0.0,organic,Roanoke
1.74,81753.69,191731.0,927.15,41898.82,1572.23,188.5,conventional,Sacramento
1.86,2464.29,2785.94,0.0,2077.75,6.67,0.0,organic,Sacramento
1.78,118114.48,122964.46,17450.03,59173.54,4038.26,0.0,conventional,San Diego
2.27,1595.59,8857.77,0.0,3056.07,0.0,0.0,organic,San Diego
1.79,106075.6,477519.16,3125.78,72812.1,451.17,468.26,conventional,San Francisco
2.04,11899.79,9824.74,0.0,978.52,0.0,0.0,organic,San Francisco
2.01,72930.41,126903.44,659.39,107521.77,54904.91,1021.76,conventional,Seattle
2.86,770.12,9708.8,7.6,1062.22,14155.42,14.07,organic,Seattle
1.64,135045.88,74889.77,1574.57,61373.43,23291.48,8.2,conventional,South Carolina
2.15,182.4,3400.73,81.2,8506.2,751.12,0.0,organic,South Carolina
1.34,2373892.08,775342.08,7963.75,952665.5,378804.94,223.66,conventional,South Central
1.75,31572.3,2854.98,0.0,72854.87,491.81,0.0,organic,South Central
1.82,1532669.78,403538.05,3143.68,534947.07,281145.63,102.39,conventional,Southeast
2.29,2020.76,18485.31,135.54,52500.31,10641.12,0.0,organic,Southeast
1.83,13935.32,20908.42,26.77,13317.33,7186.61,45.88,conventional,Spokane
2.88,148.64,825.79,0.0,391.11,1043.71,4.59,organic,Spokane
1.83,53230.11,6365.22,139.39,48257.51,21570.51,13.82,conventional,St. Louis
2.36,26.77,913.31,0.0,1750.22,3892.81,0.0,organic,St. Louis
1.58,8960.94,26794.59,26.53,7107.08,4144.99,0.0,conventional,Syracuse
1.41,127.81,61.21,0.0,6169.42,0.0,0.0,organic,Syracuse
1.96,184126.8,34452.35,47.63,52502.99,27533.71,0.0,conventional,Tampa
2.14,174.02,928.96,0.0,5080.69,968.64,0.0,organic,Tampa
1.64,8342407.59,8354516.32,384794.18,5513111.7,1954129.38,61686.04,conventional,Total U.S.
1.95,100319.38,230053.24,1966.94,658536.46,81088.57,76.58,organic,Total U.S.
1.57,1366983.48,1178504.57,43433.94,824834.62,598437.91,2282.79,conventional,West
2.45,16845.73,24294.75,25.18,44948.19,36434.83,76.58,organic,West
1.22,357909.12,121221.98,517.3,62874.85,55932.74,0.0,conventional,West Tex/New Mexico
2.37,1474.43,1689.97,0.0,5639.42,69.5,0.0,organic,West Tex/New Mexico
1.78,3679.82,45843.75,42.63,2148.2,3654.21,0.0,conventional,Albany
1.4,23.15,341.52,0.0,4864.76,0.0,0.0,organic,Albany
1.6,213442.97,32020.48,51.1,100702.03,65197.74,106.12,conventional,Atlanta
2.55,371.26,4535.92,0.0,6809.48,558.95,0.0,organic,Atlanta
1.71,58351.0,380897.88,4554.55,147300.36,7733.18,0.0,conventional,Baltimore/Washington
1.5,2811.23,6844.1,80.66,57494.13,3.33,0.0,organic,Baltimore/Washington
1.89,28952.89,2680.35,6108.0,13229.38,4986.8,129.94,conventional,Boise
2.78,62.55,573.83,0.0,96.57,922.61,0.0,organic,Boise
1.61,16621.16,322931.92,1266.34,76160.93,34628.38,0.0,conventional,Boston
1.56,15.95,1103.1,0.0,28907.37,17.78,0.0,organic,Boston
1.49,25376.77,31576.96,38.61,25278.83,20353.88,0.0,conventional,Buffalo/Rochester
1.34,324.2,148.9,0.0,14993.82,0.0,0.0,organic,Buffalo/Rochester
1.74,1377101.0,1829530.74,138380.27,747128.46,25531.54,33772.4,conventional,California
2.17,26222.41,53539.49,0.0,44692.13,51.84,0.0,organic,California
1.77,50017.71,66076.12,4781.98,52744.08,5371.82,0.0,conventional,Charlotte
2.67,30.6,3911.27,130.82,5147.98,178.02,0.0,organic,Charlotte
2.22,62315.4,296817.34,87406.94,66070.17,3699.01,11.73,conventional,Chicago
1.8,50.6,31925.41,0.0,12070.92,7.77,0.0,organic,Chicago
1.9,6658.45,50674.92,588.2,19544.28,92860.76,39.19,conventional,Cincinnati/Dayton
1.94,246.84,4265.5,0.0,3897.2,50.38,0.0,organic,Cincinnati/Dayton
1.83,46870.14,8224.8,765.87,40288.38,6950.95,23.34,conventional,Columbus
1.89,583.62,1941.13,0.0,6597.37,20.19,0.0,organic,Columbus
1.29,488695.54,194837.09,1217.6,149960.64,84717.46,280.38,conventional,Dallas/Ft. Worth
1.73,5943.03,470.54,0.0,13391.02,3.33,0.0,organic,Dallas/Ft. Worth
1.6,133463.1,140121.62,177.88,102204.57,161965.56,0.0,conventional,Denver
1.97,7350.34,484.37,30.99,14714.76,139.29,0.0,organic,Denver
1.94,55417.49,17297.6,18345.32,98662.02,10865.94,7711.8,conventional,Detroit
1.82,552.98,3869.45,1.42,14007.66,45.69,0.0,organic,Detroit
2.19,2689.21,30568.23,19624.56,25625.39,2275.59,5970.66,conventional,Grand Rapids
1.51,42.25,1218.07,0.0,7546.31,0.0,0.0,organic,Grand Rapids
1.98,419515.35,658131.8,166808.35,531466.43,263131.15,24520.43,conventional,Great Lakes
1.7,3603.46,56237.45,1.62,124355.02,7463.49,0.0,organic,Great Lakes
1.54,34256.95,79474.31,139.28,46034.83,4794.38,0.0,conventional,Harrisburg/Scranton
1.44,236.33,183.12,12.04,25562.8,1.64,0.0,organic,Harrisburg/Scranton
1.6,7540.43,159211.65,174.29,50139.83,921.95,0.0,conventional,Hartford/Springfield
1.93,52.43,3324.46,7.0,13882.94,79.39,0.0,organic,Hartford/Springfield
1.29,491561.89,146966.38,1449.29,320849.72,81873.47,0.0,conventional,Houston
1.84,7124.21,56.18,0.0,16519.0,0.0,0.0,organic,Houston
1.97,10071.88,37063.61,607.85,27891.17,29348.64,60.59,conventional,Indianapolis
1.69,201.29,1298.56,0.0,5440.34,1496.39,0.0,organic,Indianapolis
1.79,89903.47,10996.65,76.87,22345.45,29419.93,0.0,conventional,Jacksonville
2.31,54.21,463.78,8.43,1314.67,0.0,0.0,organic,Jacksonville
1.64,62574.22,60756.44,75.85,47487.79,24560.76,0.0,conventional,Las Vegas
2.25,1223.09,194.14,0.0,5038.49,55.79,0.0,organic,Las Vegas
1.8,753730.08,343707.72,91288.33,475271.7,17349.06,29920.35,conventional,Los Angeles
2.28,5549.94,22828.93,0.0,30769.51,45.66,0.0,organic,Los Angeles
1.98,4093.28,17191.2,71.23,11687.9,19822.36,0.0,conventional,Louisville
2.15,1.29,1195.97,0.0,1173.79,726.65,0.0,organic,Louisville
1.92,302210.81,44414.13,104.53,80223.56,28878.91,0.0,conventional,Miami/Ft. Lauderdale
1.97,98.7,435.16,0.0,3221.11,3.33,0.0,organic,Miami/Ft. Lauderdale
1.72,515353.83,852450.97,19640.32,630328.89,115357.54,34.84,conventional,Midsouth
1.87,4376.74,35185.02,566.08,131997.28,4090.54,0.0,organic,Midsouth
1.76,77117.26,4016.38,105.67,49424.27,10304.45,0.0,conventional,Nashville
2.17,60.89,2903.35,0.0,2453.39,1654.09,0.0,organic,Nashville
1.34,207980.89,24630.11,31.1,82449.13,13738.69,0.0,conventional,New Orleans/Mobile
1.69,208.27,73.21,0.0,2111.23,10.0,0.0,organic,New Orleans/Mobile
1.69,75444.57,669974.98,872.2,340114.08,19056.7,0.0,conventional,New York
2.06,6353.85,16664.55,133.03,43893.94,121.25,0.0,organic,New York
1.63,291046.85,1864722.88,6148.69,736995.23,166422.45,0.0,conventional,Northeast
1.64,11078.6,25362.38,131.65,238752.11,247.26,0.0,organic,Northeast
1.61,13747.51,203354.1,1304.64,14987.09,33928.73,0.0,conventional,Northern New England
1.52,10.89,194.84,0.0,20879.53,4.44,0.0,organic,Northern New England
1.85,195935.23,23473.26,50.59,63299.53,22104.52,0.0,conventional,Orlando
2.27,198.53,1046.76,0.0,3378.88,110.08,0.0,organic,Orlando
1.67,43189.77,163922.46,336.6,117136.44,6584.4,0.0,conventional,Philadelphia
1.58,2204.3,2935.05,6.15,30809.89,30.41,0.0,organic,Philadelphia
1.28,334851.45,146162.7,2097.5,183526.64,47192.19,16.67,conventional,Phoenix/Tucson
1.78,2749.91,124.43,0.0,8921.88,40.98,0.0,organic,Phoenix/Tucson
1.6,35817.02,10330.12,1240.8,29940.23,7542.51,0.0,conventional,Pittsburgh
1.35,1108.27,24.83,0.0,14761.11,6.67,0.0,organic,Pittsburgh
1.81,579778.92,278087.93,5387.88,285269.57,100043.45,53.15,conventional,Plains
2.02,1701.98,14818.4,366.66,34313.95,9055.57,0.0,organic,Plains
1.9,92601.95,111769.87,14976.51,87516.85,54855.78,1706.71,conventional,Portland
2.85,1802.17,2450.42,1.64,1712.22,10852.39,0.0,organic,Portland
1.7,70536.12,91083.5,4383.72,73770.6,3637.01,1.11,conventional,Raleigh/Greensboro
2.85,96.31,4599.62,125.61,7471.59,73.8,0.0,organic,Raleigh/Greensboro
1.62,43388.05,49967.91,1517.57,60012.28,4231.76,0.0,conventional,Richmond/Norfolk
1.56,416.49,2475.61,67.47,13577.23,123.98,0.0,organic,Richmond/Norfolk
1.66,26135.12,16257.01,73.31,38450.63,6362.51,0.0,conventional,Roanoke
1.72,228.36,1675.12,0.0,6206.86,96.16,0.0,organic,Roanoke
1.66,94059.88,214294.88,934.78,37953.34,1407.04,257.51,conventional,Sacramento
1.84,2487.05,2762.42,0.0,2551.48,3.33,0.0,organic,Sacramento
1.83,114286.86,122377.33,21165.55,52846.67,4152.36,0.0,conventional,San Diego
2.33,754.58,8162.44,0.0,4096.81,0.0,0.0,organic,San Diego
1.65,118596.49,587792.61,2921.61,70491.41,419.54,488.72,conventional,San Francisco
2.07,10832.88,8426.55,0.0,1077.78,0.0,0.0,organic,San Francisco
2.02,66345.57,129937.45,813.23,102890.33,56577.6,1881.77,conventional,Seattle
2.8,1079.7,11176.2,7.6,1402.31,14045.01,7.04,organic,Seattle
1.56,161942.76,57386.29,1635.25,61514.47,33613.17,20.21,conventional,South Carolina
2.04,136.03,3139.37,60.66,10838.11,227.9,0.0,organic,South Carolina
1.32,2484149.44,842457.24,6332.78,1011503.13,390140.39,569.23,conventional,South Central
1.75,27054.58,3391.43,0.0,75373.41,243.22,0.0,organic,South Central
1.72,1834789.3,292733.11,2599.67,621238.23,320687.97,136.4,conventional,Southeast
2.13,1400.23,16197.16,96.54,56973.78,1803.89,0.0,organic,Southeast
1.82,13845.14,22168.16,38.94,13676.09,6543.06,44.5,conventional,Spokane
2.74,236.06,946.35,0.0,624.44,996.27,0.0,organic,Spokane
1.83,50280.03,6489.27,77.53,51510.04,19224.32,9.9,conventional,St. Louis
2.27,19.03,733.82,0.0,2024.86,3308.94,0.0,organic,St. Louis
1.57,8991.47,18883.83,12.52,10518.27,7046.38,0.0,conventional,Syracuse
1.32,54.15,124.32,0.0,7312.68,0.0,0.0,organic,Syracuse
1.76,232556.89,34336.91,51.95,60089.49,35488.72,0.0,conventional,Tampa
1.89,103.57,527.61,0.0,4750.0,119.7,0.0,organic,Tampa
1.65,8911144.2,7609509.9,391832.89,5444021.28,1976738.84,63919.08,conventional,Total U.S.
1.9,100744.58,231652.64,1224.99,771846.48,58417.76,45.75,organic,Total U.S.
1.62,1409409.51,991395.23,46534.94,880091.4,595424.37,4832.62,conventional,West
2.37,25306.59,26921.31,62.43,65388.81,35461.95,45.75,organic,West
1.2,371142.58,99797.74,288.21,61163.75,58609.51,0.0,conventional,West Tex/New Mexico
2.39,1952.2,2235.24,0.0,6542.72,234.51,0.0,organic,West Tex/New Mexico
1.65,3383.35,63355.37,62.45,3882.02,2891.7,0.0,conventional,Albany
1.47,18.71,237.43,0.0,4266.7,0.0,0.0,organic,Albany
1.64,197442.9,34760.61,148.61,110652.91,63067.0,39.27,conventional,Atlanta
2.23,344.76,4738.94,0.0,5368.04,953.44,0.0,organic,Atlanta
1.66,57542.76,426158.13,4901.97,166892.17,12272.08,3.33,conventional,Baltimore/Washington
1.6,939.94,8821.8,68.85,46728.63,0.0,0.0,organic,Baltimore/Washington
1.83,30892.83,2910.65,5019.97,13508.39,5695.44,34.92,conventional,Boise
2.62,34.16,523.33,0.0,119.61,886.02,0.0,organic,Boise
1.59,20138.49,331423.32,2218.03,57500.31,6953.8,0.0,conventional,Boston
1.6,14.85,1420.26,0.0,36442.28,0.0,0.0,organic,Boston
1.5,26274.97,40394.56,32.89,14836.88,5341.48,0.0,conventional,Buffalo/Rochester
1.33,158.88,153.55,0.0,12617.21,0.0,0.0,organic,Buffalo/Rochester
1.68,1348029.41,1699672.65,137027.4,822315.27,22733.62,36862.63,conventional,California
2.1,25513.54,44390.25,0.0,45271.06,80.63,0.0,organic,California
1.7,45266.57,68119.98,5567.33,49194.6,7172.6,2.22,conventional,Charlotte
2.38,64.0,3476.86,161.46,6320.51,172.76,0.0,organic,Charlotte
2.11,89191.92,288024.23,93956.96,69716.43,5164.92,1.11,conventional,Chicago
1.9,24.19,30172.08,0.0,12070.96,4.44,0.0,organic,Chicago
1.81,6137.38,59691.71,574.34,21562.09,94257.73,51.32,conventional,Cincinnati/Dayton
1.81,258.44,4239.94,0.0,5540.93,343.2,0.0,organic,Cincinnati/Dayton
1.71,47436.39,16441.16,663.58,38814.65,6307.78,1.3,conventional,Columbus
1.78,583.8,1787.74,0.0,7285.43,1058.96,0.0,organic,Columbus
1.28,480909.5,174844.63,1813.42,147724.58,79245.31,93.96,conventional,Dallas/Ft. Worth
1.71,5297.31,449.51,0.0,15504.15,10.0,0.0,organic,Dallas/Ft. Worth
1.57,126304.77,158787.1,711.14,98271.86,153064.39,0.0,conventional,Denver
1.55,11990.11,1114.77,85.48,24092.69,1654.23,0.0,organic,Denver
1.79,57304.56,33515.01,10114.48,89625.81,13124.18,1694.58,conventional,Detroit
1.69,468.5,3770.8,0.0,14535.56,1974.64,0.0,organic,Detroit
2.07,3559.98,37970.75,18550.88,27063.64,1681.88,5244.45,conventional,Grand Rapids
1.41,15.56,724.41,0.0,7660.59,0.0,0.0,organic,Grand Rapids
1.86,446922.8,801194.66,160272.53,525270.57,272860.81,15092.21,conventional,Great Lakes
1.68,3318.61,54525.35,0.0,126855.79,12626.2,0.0,organic,Great Lakes
1.48,32691.3,112916.52,74.12,48527.09,11649.57,0.0,conventional,Harrisburg/Scranton
1.51,252.22,166.17,11.8,21109.08,8.24,0.0,organic,Harrisburg/Scranton
1.58,7043.32,177668.62,73.0,49691.8,2127.45,0.0,conventional,Hartford/Springfield
1.81,60.56,2147.55,4.22,14397.99,9.38,0.0,organic,Hartford/Springfield
1.26,476686.67,149935.14,1866.1,310037.28,91030.94,0.0,conventional,Houston
1.82,7026.42,70.66,0.0,20309.08,0.0,0.0,organic,Houston
1.76,9351.2,52216.91,631.41,27096.14,31344.37,22.71,conventional,Indianapolis
1.57,166.96,1439.7,0.0,7466.67,1704.71,0.0,organic,Indianapolis
1.76,75857.38,10193.63,137.38,23963.09,27352.13,0.0,conventional,Jacksonville
2.55,60.21,546.72,4.82,806.66,3.33,0.0,organic,Jacksonville
1.45,57479.41,76990.78,60.64,44183.98,24021.06,0.0,conventional,Las Vegas
1.99,1113.04,173.88,0.0,4780.24,65.21,0.0,organic,Las Vegas
1.67,741758.67,385402.67,94134.88,509468.27,15849.71,33217.16,conventional,Los Angeles
2.12,6151.13,16592.03,0.0,34691.59,56.05,0.0,organic,Los Angeles
1.79,3403.65,25005.3,68.1,12700.01,19439.46,0.0,conventional,Louisville
1.88,2.59,1120.58,0.0,1647.11,894.91,0.0,organic,Louisville
1.79,324877.96,49047.42,32.0,72027.82,26089.53,0.0,conventional,Miami/Ft. Lauderdale
2.62,24.83,384.79,0.0,657.77,32.71,0.0,organic,Miami/Ft. Lauderdale
1.63,529662.41,1066264.19,21955.24,654675.29,123337.18,20.38,conventional,Midsouth
1.84,2928.11,35554.07,556.45,127686.14,7630.23,0.0,organic,Midsouth
1.57,87209.67,10227.66,125.62,53309.92,10144.19,3.33,conventional,Nashville
1.96,67.23,2947.41,0.0,2567.53,1963.61,0.0,organic,Nashville
1.46,135384.25,18515.33,173.04,65362.87,8511.97,0.0,conventional,New Orleans/Mobile
1.55,252.53,100.4,0.0,1816.67,3.33,0.0,organic,New Orleans/Mobile
1.68,75694.79,747793.74,632.63,319602.75,33027.4,0.0,conventional,New York
2.09,6708.76,14018.78,100.55,48265.51,147.51,0.0,organic,New York
1.62,302669.36,2116241.41,6202.08,703791.09,122213.62,0.0,conventional,Northeast
1.7,12497.35,23859.81,117.29,232373.13,276.21,0.0,organic,Northeast
1.58,12295.38,244434.33,1566.21,17241.1,22827.17,0.0,conventional,Northern New England
1.64,0.0,202.17,0.0,23598.8,0.0,0.0,organic,Northern New England
1.74,176622.72,22938.4,94.4,57999.74,30926.39,0.0,conventional,Orlando
2.87,175.45,1228.12,0.0,1696.66,724.32,0.0,organic,Orlando
1.64,44235.03,197307.19,235.29,110631.92,16556.18,0.0,conventional,Philadelphia
1.69,2588.95,3517.12,10.51,25669.23,64.34,0.0,organic,Philadelphia
1.17,338241.51,217038.81,2634.94,168675.02,49516.84,1.11,conventional,Phoenix/Tucson
1.77,2370.22,101.99,0.0,7703.01,21.89,0.0,organic,Phoenix/Tucson
1.56,34869.71,21509.86,1142.62,32424.63,8015.23,0.0,conventional,Pittsburgh
1.39,1168.25,81.55,0.0,11748.5,6.67,0.0,organic,Pittsburgh
1.77,566004.4,324285.18,4322.76,260794.05,77059.87,56.52,conventional,Plains
2.07,1119.87,14609.29,414.22,26290.94,11271.66,0.0,organic,Plains
1.25,150707.93,240106.11,11215.37,91834.79,52424.48,643.41,conventional,Portland
2.71,1671.14,2449.35,6.61,1435.65,11233.63,0.0,organic,Portland
1.63,72524.24,89294.26,5003.35,71183.69,5987.32,0.0,conventional,Raleigh/Greensboro
2.53,442.38,3627.0,103.46,8866.56,232.6,0.0,organic,Raleigh/Greensboro
1.46,43036.52,92849.88,1580.75,67819.41,6056.28,0.0,conventional,Richmond/Norfolk
1.6,323.77,2409.46,66.32,11870.29,889.98,0.0,organic,Richmond/Norfolk
1.49,27140.34,37806.88,114.24,44950.05,4815.17,0.0,conventional,Roanoke
1.64,221.97,1582.91,0.0,7871.92,1076.18,0.0,organic,Roanoke
1.68,89884.18,208158.38,800.92,42344.65,833.74,196.69,conventional,Sacramento
1.92,2439.7,3012.02,0.0,1237.42,0.0,0.0,organic,Sacramento
1.67,101926.07,136483.97,20792.45,59356.15,4357.0,0.0,conventional,San Diego
2.25,713.19,6513.89,0.0,4234.23,11.1,0.0,organic,San Diego
1.76,120680.92,461963.1,3144.56,84850.23,231.37,369.01,conventional,San Francisco
2.09,10237.78,8211.76,0.0,577.77,0.0,0.0,organic,San Francisco
1.74,85159.49,168426.55,10887.91,98698.38,47512.48,658.74,conventional,Seattle
2.69,1121.98,9881.49,25.43,1049.37,13434.38,0.0,organic,Seattle
1.69,125345.26,60281.11,1836.26,62685.34,25649.66,9.39,conventional,South Carolina
1.78,231.95,3011.81,76.97,11628.2,201.29,0.0,organic,South Carolina
1.3,2390226.58,797892.99,8836.79,976323.02,379688.5,202.89,conventional,South Central
1.74,24823.67,3241.9,0.0,85526.15,1846.2,0.0,organic,South Central
1.71,1662424.55,323402.58,3543.74,595753.34,311512.94,94.96,conventional,Southeast
1.99,1416.56,16951.37,118.81,49798.36,4108.15,0.0,organic,Southeast
1.6,15839.0,26443.4,98.77,13661.48,7156.18,84.61,conventional,Spokane
2.55,103.65,1021.68,2.12,566.66,1125.8,0.0,organic,Spokane
1.75,56251.73,17904.77,50.25,41063.69,10136.37,27.71,conventional,St. Louis
2.14,27.16,1200.53,0.0,2020.75,4178.4,0.0,organic,St. Louis
1.57,9713.37,25427.16,63.06,6112.95,2398.98,0.0,conventional,Syracuse
1.34,86.38,66.06,0.0,5811.03,0.0,0.0,organic,Syracuse
1.71,201650.5,30918.98,66.61,57769.09,37636.18,0.0,conventional,Tampa
2.7,125.79,659.65,0.0,1736.66,766.75,0.0,organic,Tampa
1.58,8769357.86,8534404.17,392119.12,5387869.35,1893510.99,54327.6,conventional,Total U.S.
1.85,103557.18,218881.54,1369.62,771105.65,76927.27,7.42,organic,Total U.S.
1.43,1523418.35,1405450.5,49958.58,848946.77,584104.47,1998.0,conventional,West
2.08,31939.47,25749.52,162.84,77304.07,39087.96,7.42,organic,West
1.15,378161.23,115974.2,360.91,55077.35,65984.79,0.0,conventional,West Tex/New Mexico
2.07,1785.17,935.45,0.0,6717.22,137.97,0.0,organic,West Tex/New Mexico
1.56,3758.8,57340.3,35.48,5101.64,3467.87,0.0,conventional,Albany
1.49,3.52,268.83,0.0,4061.99,3.33,0.0,organic,Albany
1.49,219172.21,35958.88,894.35,95710.09,54265.29,8.13,conventional,Atlanta
2.06,390.46,4323.24,0.0,5432.51,4205.77,0.0,organic,Atlanta
1.6,60120.62,418176.99,4523.13,184656.12,4545.23,44.44,conventional,Baltimore/Washington
1.64,815.38,10255.4,71.21,36343.5,1.44,0.0,organic,Baltimore/Washington
1.43,49926.45,2947.99,4055.92,23454.01,3437.2,21.29,conventional,Boise
2.41,41.07,543.46,0.0,127.12,915.59,4.56,organic,Boise
1.48,19871.3,328476.35,2432.68,81134.22,3329.17,0.0,conventional,Boston
1.58,16.66,1569.42,0.0,33327.3,0.0,0.0,organic,Boston
1.5,24441.32,39988.75,61.44,21739.67,4679.54,0.0,conventional,Buffalo/Rochester
1.35,231.39,135.86,0.0,9744.26,4.44,0.0,organic,Buffalo/Rochester
1.53,1604916.52,1779177.98,123891.36,856748.54,21482.38,34660.62,conventional,California
2.0,27492.71,48684.87,0.0,55961.39,45.47,0.0,organic,California
1.64,44543.75,65040.05,4652.86,50704.73,3295.92,0.0,conventional,Charlotte
2.08,36.2,4320.47,181.26,6886.3,145.11,0.0,organic,Charlotte
2.06,84590.83,275588.35,95627.48,59543.29,4441.86,22.22,conventional,Chicago
2.1,38.23,23237.19,0.0,10491.61,8.89,0.0,organic,Chicago
1.75,4778.41,59196.88,377.61,31734.98,85072.27,43.04,conventional,Cincinnati/Dayton
1.86,265.15,3671.03,0.0,5671.95,4874.44,0.0,organic,Cincinnati/Dayton
1.55,46747.3,15690.62,750.6,42964.29,5308.37,29.93,conventional,Columbus
1.68,546.93,1829.34,0.0,8496.54,1333.41,0.0,organic,Columbus
1.1,525021.72,186939.29,2275.11,252684.38,70932.42,77.27,conventional,Dallas/Ft. Worth
1.69,3989.78,395.07,0.0,14806.66,23.33,0.0,organic,Dallas/Ft. Worth
1.43,126273.71,238205.63,6359.85,96160.41,171993.01,1.11,conventional,Denver
1.64,5719.08,906.97,75.1,20034.56,288.57,0.0,organic,Denver
1.59,57747.31,39113.6,10512.03,106301.97,15915.31,794.49,conventional,Detroit
1.61,619.98,3460.25,0.0,14598.78,2798.02,0.0,organic,Detroit
1.96,2538.84,37656.26,21937.7,27100.47,2690.37,5208.78,conventional,Grand Rapids
1.32,15.63,686.14,0.0,8469.71,0.0,0.0,organic,Grand Rapids
1.75,444286.92,806545.92,170360.42,555284.7,257991.63,13387.12,conventional,Great Lakes
1.68,3616.94,45789.71,0.0,121946.19,19040.52,0.0,organic,Great Lakes
1.43,30373.68,111836.53,29.48,62343.72,1531.67,0.0,conventional,Harrisburg/Scranton
1.48,189.7,237.13,6.16,21090.84,8.23,0.0,organic,Harrisburg/Scranton
1.5,7441.12,179802.05,151.61,55717.53,1673.87,0.0,conventional,Hartford/Springfield
1.53,35.03,2862.72,1.41,18475.42,67.2,0.0,organic,Hartford/Springfield
1.16,492168.22,128029.43,1834.84,298349.69,87975.85,0.0,conventional,Houston
1.82,5592.53,28.86,0.0,17568.76,0.0,0.0,organic,Houston
1.67,8944.76,57230.12,603.48,28364.19,30577.22,26.6,conventional,Indianapolis
1.48,129.36,1196.31,0.0,5690.13,1991.97,0.0,organic,Indianapolis
1.56,89649.03,11079.1,260.69,21040.91,30388.91,0.0,conventional,Jacksonville
2.02,67.32,531.36,7.21,1812.23,178.31,0.0,organic,Jacksonville
1.37,61741.1,74165.15,682.14,46482.24,21023.88,0.0,conventional,Las Vegas
1.83,1255.39,358.12,0.0,5486.54,31.23,0.0,organic,Las Vegas
1.49,924450.62,360936.46,84635.32,551747.52,15614.96,31253.98,conventional,Los Angeles
1.99,7845.81,20466.32,0.0,40286.28,39.14,0.0,organic,Los Angeles
1.7,3538.09,25086.52,33.07,13492.32,20029.04,0.0,conventional,Louisville
1.82,9.09,1048.94,0.0,1733.01,1404.93,0.0,organic,Louisville
1.59,378185.3,61183.38,183.75,61151.44,57611.39,0.0,conventional,Miami/Ft. Lauderdale
2.19,139.07,728.38,0.0,3068.61,906.25,0.0,organic,Miami/Ft. Lauderdale
1.56,537789.18,1026119.76,20115.07,698822.91,97558.95,138.57,conventional,Midsouth
1.8,2401.85,39858.54,607.05,115932.33,9629.41,0.0,organic,Midsouth
1.41,97915.36,9503.17,252.39,49860.59,9599.22,5.12,conventional,Nashville
1.78,57.76,3126.34,0.0,2340.14,3191.6,0.0,organic,Nashville
1.26,159833.64,24349.84,1576.11,73112.43,10571.23,0.0,conventional,New Orleans/Mobile
1.6,83.45,125.29,0.0,3234.45,13.4,0.0,organic,New Orleans/Mobile
1.54,71422.68,788731.96,491.71,368385.46,24011.81,3.98,conventional,New York
2.08,5760.74,17860.14,73.28,46411.29,167.37,0.0,organic,New York
1.51,289343.32,2157327.99,6149.33,838555.26,88678.73,3.44,conventional,Northeast
1.68,10671.96,29448.03,99.41,223697.53,291.27,0.0,organic,Northeast
1.52,12997.21,237665.93,1461.46,25885.06,22966.8,0.0,conventional,Northern New England
1.7,0.0,308.14,0.0,22363.75,0.0,0.0,organic,Northern New England
1.56,214853.32,27481.16,613.49,50444.75,34933.45,0.0,conventional,Orlando
2.29,318.97,1675.81,0.0,4053.33,1917.74,0.0,organic,Orlando
1.53,39322.2,201632.28,288.94,122293.75,12659.67,0.0,conventional,Philadelphia
1.65,1948.97,4354.97,24.34,25637.91,38.6,0.0,organic,Philadelphia
1.04,352330.12,241655.47,3878.71,170612.91,41122.71,3.33,conventional,Phoenix/Tucson
